地块ID,果树品种,病虫害类型,风险等级,THI_温湿胁迫,BTM_生物威胁动量,PRI_抗药性预警,平均气温,相对湿度,降水量,日照时数,土壤湿度,风速,近7天病株数,近7天虫口密度,近30天用药次数,LWI_光水滋养,风险概率_等级0,风险概率_等级1,风险概率_等级2,预测风险等级,预测风险标签,最大风险概率,风险等级编码,BTM_raw,POSI,POSI_病株,POSI_日照,POSI_降水,POSI_虫口,POSI_湿度,POSI_PRI,POSI_LWI,在防治窗口内
F247,柑橘,2,中,2020.2,8.0,2.67,25.9,78,15.9,4.7,33,1.9,3,5.0,2,74.73,0.013004723426007522,0.972966358875339,0.014028917698653507,1,中,0.972966358875339,1,8.0,0.475368117055944,0.2689414213699951,0.7833333333333333,0.9742857142857143,0.5,0.9801986733067553,0.2724795640326976,0.7833333333333333,False
F248,桃,0,低,1475.6,1.1,0.55,21.7,68,4.7,7.3,27,1.1,0,1.1,1,34.31,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,1.1,0.4022141997623648,0.07585818002124355,1.0,1.0,0.12455335818741645,0.8968300597468688,0.6451612903225806,1.0,False
F249,苹果,3,高,2230.4,12.9,3.22,27.2,82,20.1,4.0,36,2.2,6,6.9,3,80.4,0.010025704972817647,0.022245603216223504,0.9677286918109588,2,高,0.9677286918109588,2,12.9,0.6576008595189053,0.6224593312018546,0.6666666666666667,0.8542857142857142,0.7211151780228631,0.8968300597468688,0.23696682464454974,0.6666666666666667,True
F250,梨,2,中,1892.4,5.9,1.97,24.9,76,12.7,5.2,32,1.7,2,3.9,2,66.04,0.01309983137993964,0.9741048883254468,0.012795280294613444,1,中,0.9741048883254468,1,5.9,0.44025123983889614,0.18242552380635635,0.8666666666666667,1.0,0.36586440898919936,0.9977802450856064,0.3367003367003367,0.8666666666666667,False
F251,柑橘,0,低,1318.4,0.5,0.25,20.6,64,2.5,8.0,25,0.8,0,0.5,1,20.0,0.9659843890364841,0.02461221067525955,0.009403400288256434,0,低,0.9659843890364841,0,0.5,0.40463576248490757,0.07585818002124355,1.0,1.0,0.09534946489910949,0.7642281651714904,0.8,1.0,False
F252,桃,1,低,1699.2,3.7,1.23,23.6,72,9.0,6.2,30,1.4,1,2.7,2,55.8,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,3.7,0.423758815751106,0.11920292202211755,1.0,1.0,0.24048908305088898,0.9801986733067553,0.4484304932735426,1.0,False
F253,苹果,3,高,2514.3,19.4,3.23,28.9,87,24.6,3.0,40,2.6,10,9.4,5,73.8,0.010043930495380033,0.02165666774161575,0.9682994017630043,2,高,0.9682994017630043,2,19.4,0.7976140118606933,0.9241418199787566,0.5,0.7257142857142858,0.9002495108803148,0.7261490370736909,0.23640661938534277,0.5,True
F254,梨,0,低,1589.0,1.6,0.8,22.7,70,6.9,7.0,28,1.2,0,1.6,1,48.3,0.971064135368376,0.019539389075425823,0.009396475556198127,0,低,0.971064135368376,0,1.6,0.39997669229021177,0.07585818002124355,1.0,1.0,0.1544652650835347,0.9459594689067654,0.5555555555555556,1.0,False
F255,柑橘,2,中,2112.0,11.3,2.82,26.4,80,17.9,4.2,35,2.0,5,6.3,3,75.18,0.01270320817442859,0.9725844186704246,0.014712373155146858,1,中,0.9725844186704246,1,11.3,0.5979518656013808,0.5,0.7,0.9171428571428571,0.6570104626734988,0.9459594689067654,0.2617801047120419,0.7,True
F256,桃,2,中,1978.9,7.9,2.63,25.7,77,14.8,4.9,33,1.8,3,4.9,2,72.52,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,7.9,0.48464410722557527,0.2689414213699951,0.8166666666666668,1.0,0.48750260351578967,0.9911505004882849,0.27548209366391185,0.8166666666666668,False
F257,苹果,0,低,1440.5,0.9,0.45,21.5,67,3.9,7.7,26,1.0,0,0.9,1,30.03,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,0.9,0.40317365357100526,0.07585818002124355,1.0,1.0,0.11405238127979088,0.8674284731834108,0.6896551724137931,1.0,False
F258,梨,3,高,2274.2,13.7,3.42,27.4,83,20.9,3.9,37,2.2,6,7.7,3,81.51,0.009929617984807609,0.021055163991916082,0.9690152180232763,2,高,0.9690152180232763,2,13.7,0.6502797565806652,0.6224593312018546,0.6499999999999999,0.8314285714285714,0.7941296281990528,0.8674284731834108,0.22624434389140272,0.6499999999999999,True
F259,柑橘,1,低,1693.6,4.0,1.33,23.2,73,9.6,5.7,30,1.5,1,3.0,2,54.72,0.9625160692319071,0.028170170340153008,0.00931376042793976,0,低,0.9625160692319071,0,4.0,0.41614049263209835,0.11920292202211755,0.9500000000000001,1.0,0.2689414213699951,0.9911505004882849,0.4291845493562232,0.9500000000000001,False
F260,桃,1,低,1882.5,4.5,1.5,25.1,75,11.6,5.5,31,1.6,1,3.5,2,63.8,0.9577723321500773,0.03243093641301665,0.009796731436906254,0,低,0.9577723321500773,0,4.5,0.41042902798299885,0.11920292202211755,0.9166666666666666,1.0,0.320821300824607,1.0,0.4,0.9166666666666666,False
F261,苹果,1,中,1839.2,5.8,1.93,24.2,76,12.2,5.2,31,1.7,2,3.8,2,63.44,0.05511652339249832,0.8910483282595935,0.053835148347908326,1,中,0.8910483282595935,1,5.8,0.4404421800130729,0.18242552380635635,0.8666666666666667,1.0,0.35434369377420455,0.9977802450856064,0.3412969283276451,0.8666666666666667,False
F262,梨,3,高,2162.7,11.8,2.95,26.7,81,19.0,4.1,35,2.1,5,6.8,3,77.9,0.010656731584514677,0.030456386945197488,0.9588868814702879,2,高,0.9588868814702879,2,11.8,0.5895658020671997,0.5,0.6833333333333333,0.8857142857142857,0.7109495026250039,0.9231163463866358,0.2531645569620253,0.6833333333333333,True
F263,柑橘,0,低,1379.4,0.8,0.4,20.9,66,3.1,7.8,26,1.0,0,0.8,1,24.18,0.9659843890364841,0.02461221067525955,0.009403400288256434,0,低,0.9659843890364841,0,0.8,0.4032236331770079,0.07585818002124355,1.0,1.0,0.10909682119561294,0.835270211411272,0.7142857142857143,1.0,False
F264,桃,0,低,1625.9,2.0,1.0,22.9,71,8.0,6.6,29,1.3,0,2.0,1,52.8,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,2.0,0.39824574734102636,0.07585818002124355,1.0,1.0,0.18242552380635635,0.9650691177896804,0.5,1.0,False
F265,苹果,2,中,2061.9,9.4,2.35,26.1,79,16.1,4.6,34,1.9,4,5.4,3,74.06,0.012716483205062577,0.9736007830230121,0.013682733771925285,1,中,0.9736007830230121,1,9.4,0.5408536966626637,0.3775406687981454,0.7666666666666666,0.9685714285714285,0.549833997312478,0.9650691177896804,0.29850746268656714,0.7666666666666666,False
F266,梨,1,低,1805.6,4.0,1.33,24.4,74,10.3,6.0,30,1.5,1,3.0,2,61.8,0.9680561988741665,0.022452930390108063,0.009490870735725432,0,低,0.9680561988741665,0,4.0,0.42349161077558134,0.11920292202211755,1.0,1.0,0.2689414213699951,0.9977802450856064,0.4291845493562232,1.0,False
F267,柑橘,3,高,2318.4,15.0,3.0,27.6,84,21.5,3.7,37,2.3,7,8.0,4,79.55,0.009758483298530773,0.029298885354490406,0.9609426313469788,2,高,0.9609426313469788,2,15.0,0.710969808946364,0.7310585786300049,0.6166666666666667,0.8142857142857143,0.8175744761936437,0.835270211411272,0.25,0.6166666666666667,True
F268,桃,0,低,1518.0,1.5,0.75,22.0,69,5.4,7.1,28,1.2,0,1.5,1,38.34,0.9706242846179829,0.019859667006955208,0.009516048375062038,0,低,0.9706242846179829,0,1.5,0.39994464650618594,0.07585818002124355,1.0,1.0,0.14804719803168948,0.9231163463866358,0.5714285714285714,1.0,False
F269,苹果,3,高,2422.5,16.5,3.3,28.5,85,23.2,3.4,38,2.4,8,8.5,4,78.88,0.009987083016618792,0.021025061958576303,0.968987855024805,2,高,0.968987855024805,2,16.5,0.7486810706441351,0.8175744761936437,0.5666666666666667,0.7657142857142858,0.8519528019683106,0.8007374029168081,0.23255813953488372,0.5666666666666667,True
F270,梨,1,低,1692.0,3.5,1.17,23.5,72,8.7,6.3,29,1.4,1,2.5,2,54.81,0.9690965322103248,0.021469772262334038,0.009433695527341175,0,低,0.9690965322103248,0,3.5,0.42427411831065825,0.11920292202211755,1.0,1.0,0.22270013882530884,0.9801986733067553,0.4608294930875576,1.0,False
F271,柑橘,2,中,2020.2,7.8,2.6,25.9,78,15.0,4.8,33,1.8,3,4.8,2,72.0,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,7.8,0.48202412777226167,0.2689414213699951,0.7999999999999999,1.0,0.47502081252106,0.9801986733067553,0.2777777777777778,0.7999999999999999,False
F272,桃,0,低,1378.0,0.7,0.35,21.2,65,2.7,7.9,25,0.9,0,0.7,1,21.33,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,0.7,0.403277554262341,0.07585818002124355,1.0,1.0,0.10433122311900131,0.8007374029168081,0.7407407407407407,1.0,False
F273,苹果,1,低,1860.0,4.3,1.43,24.8,75,11.6,5.6,31,1.6,1,3.3,2,64.96,0.9685740446950202,0.021784573009300263,0.009641382295679445,0,低,0.9685740446950202,0,4.3,0.41329123834131426,0.11920292202211755,0.9333333333333332,1.0,0.29943285752602705,1.0,0.41152263374485604,0.9333333333333332,False
F274,梨,3,高,2307.4,13.8,3.45,27.8,83,21.2,3.8,37,2.2,6,7.8,3,80.56,0.009987083016618792,0.021025061958576303,0.968987855024805,2,高,0.968987855024805,2,13.8,0.646482148259289,0.6224593312018546,0.6333333333333333,0.8228571428571428,0.8021838885585817,0.8674284731834108,0.2247191011235955,0.6333333333333333,True
F275,柑橘,0,低,1575.0,1.9,0.95,22.5,70,7.3,6.8,28,1.2,0,1.9,1,49.64,0.9660588664979447,0.02465593529539325,0.009285198206661995,0,低,0.9660588664979447,0,1.9,0.3981998451528345,0.07585818002124355,1.0,1.0,0.1750862681640398,0.9459594689067654,0.5128205128205129,1.0,False
F276,桃,2,中,2144.0,11.1,2.78,26.8,80,17.7,4.2,35,2.0,5,6.1,3,74.34,0.012710314307978315,0.9731284792472925,0.014161206444729258,1,中,0.9731284792472925,1,11.1,0.59896723791169,0.5,0.7,0.9228571428571428,0.6341355910108007,0.9459594689067654,0.2645502645502646,0.7,True
F277,苹果,0,低,1509.6,1.3,0.65,22.2,68,5.1,7.2,27,1.1,0,1.3,1,36.72,0.9710499491592148,0.01969709739148455,0.009252953449300478,0,低,0.9710499491592148,0,1.3,0.40058831842214715,0.07585818002124355,1.0,1.0,0.13587289700909427,0.8968300597468688,0.6060606060606061,1.0,False
F278,梨,2,中,1963.5,6.2,2.07,25.5,77,14.0,5.0,32,1.7,2,4.2,2,70.0,0.013020234789771302,0.9741268629958845,0.012852902214344196,1,中,0.9741268629958845,1,6.2,0.43482811441107433,0.18242552380635635,0.8333333333333334,1.0,0.401312339887548,0.9911505004882849,0.32573289902280134,0.8333333333333334,False
F279,柑橘,1,低,1737.4,3.9,1.3,23.8,73,9.4,5.8,30,1.5,1,2.9,2,54.52,0.9646357618275031,0.025906901570334446,0.009457336602162398,0,低,0.9646357618275031,0,3.9,0.4187565382914028,0.11920292202211755,0.9666666666666667,1.0,0.259225100817846,0.9911505004882849,0.4347826086956522,0.9666666666666667,False
F280,桃,3,高,2476.8,17.8,3.56,28.8,86,23.9,3.2,39,2.5,9,8.8,4,76.48,0.009844017800235867,0.020790551261395868,0.9693654309383682,2,高,0.9693654309383682,2,17.8,0.7787762789524769,0.8807970779778823,0.5333333333333334,0.7457142857142858,0.8698915256370021,0.7642281651714904,0.21929824561403508,0.5333333333333334,True
F281,苹果,2,中,2178.9,11.9,2.98,26.9,81,18.7,4.0,36,2.1,5,6.9,3,74.8,0.013838858253511301,0.9262021626932404,0.059958979053248346,1,中,0.9262021626932404,1,11.9,0.5884541226485608,0.5,0.6666666666666667,0.8942857142857144,0.7211151780228631,0.9231163463866358,0.25125628140703515,0.6666666666666667,True
F282,梨,0,低,1392.6,1.1,0.55,21.1,66,3.4,7.5,26,1.0,0,1.1,1,25.5,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,1.1,0.4003492201145448,0.07585818002124355,1.0,1.0,0.12455335818741645,0.835270211411272,0.6451612903225806,1.0,False
F283,柑橘,1,中,1845.0,5.7,1.9,24.6,75,12.4,5.3,31,1.6,2,3.7,2,65.72,0.039989918482970975,0.9205341027716217,0.03947597874540708,1,中,0.9205341027716217,1,5.7,0.44303946472645567,0.18242552380635635,0.8833333333333333,1.0,0.3429895373265012,1.0,0.3448275862068966,0.8833333333333333,False
F284,桃,0,低,1647.2,2.3,1.15,23.2,71,8.3,6.5,29,1.3,0,2.3,1,53.95,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,2.3,0.39679547069037385,0.07585818002124355,1.0,1.0,0.20587037180094733,0.9650691177896804,0.46511627906976744,1.0,False
F285,苹果,3,高,2352.0,15.0,3.0,28.0,84,21.6,3.6,37,2.3,7,8.0,4,77.76,0.009987083016618792,0.021025061958576303,0.968987855024805,2,高,0.968987855024805,2,15.0,0.7081360834867284,0.7310585786300049,0.6000000000000001,0.8114285714285714,0.8175744761936437,0.835270211411272,0.25,0.6000000000000001,True
F286,梨,0,低,1420.4,1.2,0.6,21.2,67,3.5,7.7,26,1.0,0,1.2,1,26.95,0.9705424740498053,0.020009754864216727,0.009447771085978034,0,低,0.9705424740498053,0,1.2,0.40048511676365356,0.07585818002124355,1.0,1.0,0.13010847436299786,0.8674284731834108,0.625,1.0,False
F287,柑橘,2,中,1950.0,8.1,2.7,25.0,78,15.2,4.7,33,1.9,3,5.1,2,71.44,0.012730971882351444,0.9747100667240115,0.01255896139363709,1,中,0.9747100667240115,1,8.1,0.4784285980537524,0.2689414213699951,0.7833333333333333,0.9942857142857143,0.5124973964842103,0.9801986733067553,0.27027027027027023,0.7833333333333333,False
F288,桃,2,中,1869.6,5.9,1.97,24.6,76,12.8,5.2,32,1.7,2,3.9,2,66.56,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,5.9,0.44025123983889614,0.18242552380635635,0.8666666666666667,1.0,0.36586440898919936,0.9977802450856064,0.3367003367003367,0.8666666666666667,False
F289,苹果,1,低,1664.4,3.8,1.27,22.8,73,9.1,5.9,30,1.5,1,2.8,2,53.69,0.9690768260461342,0.021608968868268665,0.009314205085597035,0,低,0.9690768260461342,0,3.8,0.42137874191392105,0.11920292202211755,0.9833333333333334,1.0,0.24973989440488234,0.9911505004882849,0.44052863436123346,0.9833333333333334,False
F290,梨,3,高,2114.1,11.5,2.88,26.1,81,18.2,4.1,35,2.1,5,6.5,3,74.62,0.012449230534400143,0.036935221905856,0.9506155475597438,2,高,0.9506155475597438,2,11.5,0.5933575648101872,0.5,0.6833333333333333,0.9085714285714286,0.679178699175393,0.9231163463866358,0.2577319587628866,0.6833333333333333,True
F291,柑橘,0,低,1483.5,1.3,0.65,21.5,69,4.8,7.1,28,1.2,0,1.3,1,34.08,0.9630526148919965,0.02777063676201102,0.009176748345992313,0,低,0.9630526148919965,0,1.3,0.4013846717421338,0.07585818002124355,1.0,1.0,0.13587289700909427,0.9231163463866358,0.6060606060606061,1.0,False
F292,桃,2,中,1948.1,7.6,2.53,25.3,77,14.1,4.9,33,1.8,3,4.6,2,69.09,0.013256745924178776,0.9735708728883191,0.013172381187502066,1,中,0.9735708728883191,1,7.6,0.48496794260320863,0.2689414213699951,0.8166666666666668,1.0,0.45016600268752205,0.9911505004882849,0.28328611898017,0.8166666666666668,False
F293,苹果,1,低,1867.5,4.2,1.4,24.9,75,11.4,5.5,31,1.6,1,3.2,2,62.7,0.9682764648416948,0.022417022680972388,0.009306512477332817,0,低,0.9682764648416948,0,4.2,0.4111215444977295,0.11920292202211755,0.9166666666666666,1.0,0.28905049737499605,1.0,0.4166666666666667,0.9166666666666666,False
F294,梨,3,高,2343.6,15.1,3.02,27.9,84,21.8,3.7,37,2.3,7,8.1,4,80.66,0.009844017800235867,0.020790551261395868,0.9693654309383682,2,高,0.9693654309383682,2,15.1,0.7095673147032888,0.7310585786300049,0.6166666666666667,0.8057142857142857,0.8249137318359602,0.835270211411272,0.24875621890547267,0.6166666666666667,True
F295,柑橘,1,低,1677.6,3.4,1.13,23.3,72,8.2,6.4,30,1.4,1,2.4,2,52.48,0.9625160692319071,0.028170170340153008,0.00931376042793976,0,低,0.9625160692319071,0,3.4,0.42463385598879655,0.11920292202211755,1.0,1.0,0.2141650169574414,0.9801986733067553,0.4694835680751174,1.0,False
F296,桃,0,低,1346.4,0.6,0.3,20.4,66,2.6,7.8,26,1.0,0,0.6,1,20.28,0.9716210565993083,0.019040284644838312,0.00933865875585349,0,低,0.9716210565993083,0,0.6,0.40550847927498257,0.07585818002124355,1.0,1.0,0.09975048911968513,0.835270211411272,0.7692307692307692,1.0,False
F297,苹果,2,中,2096.0,11.1,2.78,26.2,80,17.4,4.2,35,2.0,5,6.1,3,73.08,0.013059312332769026,0.9740154027006936,0.01292528496653741,1,中,0.9740154027006936,1,11.1,0.600318146848968,0.5,0.7,0.9314285714285715,0.6341355910108007,0.9459594689067654,0.2645502645502646,0.7,True
F298,梨,1,低,1746.4,3.6,1.2,23.6,74,9.6,6.1,30,1.5,1,2.6,2,58.56,0.9690768260461342,0.021608968868268665,0.009314205085597035,0,低,0.9690768260461342,0,3.6,0.4245455895842906,0.11920292202211755,1.0,1.0,0.23147521650098238,0.9977802450856064,0.45454545454545453,1.0,False
F299,柑橘,1,中,1982.9,9.5,2.38,25.1,79,16.3,4.5,34,2.0,4,5.5,3,73.35,0.043417812702572826,0.9141737724716321,0.04240841482579506,1,中,0.9141737724716321,1,9.5,0.5374597194089409,0.3775406687981454,0.75,0.9628571428571429,0.5621765008857981,0.9650691177896804,0.2958579881656805,0.75,False
F300,桃,3,高,2241.0,13.2,3.3,27.0,83,20.3,3.8,36,2.2,6,7.2,3,77.14,0.009931893917627046,0.02041612797109085,0.9696519781112821,2,高,0.9696519781112821,2,13.2,0.6508598875379741,0.6224593312018546,0.6333333333333333,0.8485714285714285,0.7502601055951177,0.8674284731834108,0.23255813953488372,0.6333333333333333,True
